Dataset,Trial_1,Trial_1_params,Trial_2,Trial_2_params,Trial_3,Trial_3_params,Trial_4,Trial_4_params,Trial_5,Trial_5_params,Trial_6,Trial_6_params,Trial_7,Trial_7_params,Trial_8,Trial_8_params,Trial_9,Trial_9_params,Trial_10,Trial_10_params,Trial_11,Trial_11_params,Trial_12,Trial_12_params,Trial_13,Trial_13_params,Trial_14,Trial_14_params,Trial_15,Trial_15_params,Trial_16,Trial_16_params,Trial_17,Trial_17_params,Trial_18,Trial_18_params,Trial_19,Trial_19_params,Trial_20,Trial_20_params,Trial_21,Trial_21_params,Trial_22,Trial_22_params,Trial_23,Trial_23_params
ChlorineConcentration,0.7924479166666667,,,,,,,,,,0.4494791666666666,,0.2291666666666666,,0.5177083333333333,,0.4796875,,0.54609375,,0.2486979166666666,,0.5197916666666667,,0.54375,,0.4424479166666666,,0.2736979166666666,,0.4184895833333333,,0.2421875,,0.4481770833333333,,0.5544270833333333,,0.24609375,,0.2794270833333333,,0.525,,0.4619791666666666,
CinCECGTorso,,,,,,,,,,,0.2478260869565217,,0.3079710144927536,,0.25,,0.2565217391304348,,0.2789855072463768,,0.2391304347826087,,0.2253623188405797,,0.1855072463768116,,0.372463768115942,,0.2507246376811594,,0.2710144927536232,,0.1043478260869565,,0.336231884057971,,0.2181159420289855,,0.3123188405797101,,0.108695652173913,,0.2485507246376811,,0.2485507246376811,
Coffee,,,,,,,,,,,0.5357142857142857,,0.5357142857142857,,0.4642857142857143,,0.4642857142857143,,0.5357142857142857,,0.5357142857142857,,0.4285714285714285,,0.5357142857142857,,0.8214285714285714,,0.4642857142857143,,0.5714285714285714,,0.5357142857142857,,0.4642857142857143,,0.5357142857142857,,0.5357142857142857,,0.5357142857142857,,0.8214285714285714,,0.5357142857142857,
Computers,,,,,,,,,,,0.512,,0.5,,0.5,,0.496,,0.484,,0.584,,0.596,,0.588,,0.38,,0.564,,0.64,,0.516,,0.536,,0.5,,0.5,,0.412,,0.528,,0.5,
CricketX,,,,,,,,,,,0.1512820512820512,,0.1179487179487179,,0.0666666666666666,,0.1589743589743589,,0.1025641025641025,,0.1051282051282051,,0.1923076923076923,,0.2794871794871795,,0.2051282051282051,,0.1025641025641025,,0.1487179487179487,,0.3435897435897436,,0.0512820512820512,,0.0564102564102564,,0.1102564102564102,,0.0692307692307692,,0.2256410256410256,,0.1282051282051282,
CricketY,,,,,,,,,,,0.1897435897435897,,0.1076923076923077,,0.0743589743589743,,0.1,,0.0666666666666666,,0.0846153846153846,,0.2615384615384615,,0.2384615384615384,,0.0846153846153846,,0.0615384615384615,,0.2384615384615384,,0.2487179487179487,,0.1794871794871795,,0.1179487179487179,,0.0897435897435897,,0.1128205128205128,,0.1692307692307692,,0.2128205128205128,
CricketZ,,,,,,,,,,,0.1564102564102564,,0.1256410256410256,,0.082051282051282,,0.0871794871794871,,0.0692307692307692,,0.1153846153846153,,0.1897435897435897,,0.2846153846153846,,0.1025641025641025,,0.1256410256410256,,0.1897435897435897,,0.2641025641025641,,0.1487179487179487,,0.2102564102564102,,0.1153846153846153,,0.0615384615384615,,0.2461538461538461,,0.1615384615384615,
Crop,,,,,,,,,,,0.3983928571428571,,0.4998809523809523,,0.0297619047619047,,0.5018452380952381,,0.170297619047619,,0.2950595238095238,,0.4923214285714286,,0.4388095238095238,,0.3314880952380952,,0.0861309523809523,,0.2699404761904762,,0.3983333333333333,,0.5679166666666666,,0.3217857142857143,,0.1259523809523809,,0.3236904761904762,,0.340297619047619,,0.3019047619047619,
DiatomSizeReduction,,,,,,,,,,,0.284313725490196,,0.3725490196078431,,0.0457516339869281,,0.3366013071895425,,0.3071895424836601,,0.3137254901960784,,0.3006535947712418,,0.2941176470588235,,0.3006535947712418,,0.284313725490196,,0.0,,0.3006535947712418,,0.3071895424836601,,0.022875816993464,,0.3071895424836601,,0.3006535947712418,,0.3006535947712418,,0.7156862745098039,
DistalPhalanxOutlineAgeGroup,,,,,,,,,,,0.6258992805755396,,0.6834532374100719,,0.2158273381294964,,0.3381294964028777,,0.2733812949640288,,0.5827338129496403,,0.6474820143884892,,0.7266187050359713,,0.697841726618705,,0.2014388489208633,,0.6834532374100719,,0.6762589928057554,,0.6834532374100719,,0.6258992805755396,,0.4028776978417266,,0.2877697841726618,,0.5035971223021583,,0.6834532374100719,
DistalPhalanxOutlineCorrect,,,,,,,,,,,0.7282608695652174,,0.6557971014492754,,0.6304347826086957,,0.7318840579710145,,0.6847826086956522,,0.7463768115942029,,0.7427536231884058,,0.7246376811594203,,0.7318840579710145,,0.717391304347826,,0.717391304347826,,0.6884057971014492,,0.7355072463768116,,0.7427536231884058,,0.6086956521739131,,0.7282608695652174,,0.6811594202898551,,0.6920289855072463,
DistalPhalanxTW,,,,,,,,,,,0.4172661870503597,,0.158273381294964,,0.0287769784172661,,0.381294964028777,,0.0863309352517985,,0.0719424460431654,,0.5467625899280576,,0.5899280575539568,,0.2661870503597122,,0.4100719424460431,,0.5467625899280576,,0.5827338129496403,,0.4028776978417266,,0.3669064748201439,,0.3525179856115107,,0.5611510791366906,,0.60431654676259,,0.6187050359712231,
ECG200,,,,,,,,,,,0.36,,0.19,,0.36,,0.81,,0.66,,0.36,,0.82,,0.78,,0.7,,0.36,,0.82,,0.76,,0.64,,0.32,,0.36,,0.36,,0.74,,0.72,
ECG5000,,,,,,,,,,,0.918,,0.9113333333333332,,0.7646666666666667,,0.3471111111111111,,0.5617777777777778,,0.198,,0.9324444444444444,,0.9173333333333332,,0.9268888888888888,,0.0111111111111111,,0.8844444444444445,,0.9182222222222224,,0.9168888888888888,,0.9173333333333332,,0.3413333333333333,,0.0053333333333333,,0.6093333333333333,,0.9186666666666666,
